id,OptVal,computeTime,Feasibility,
1,-0.94994959903,11524.083,1,
2,-0.992866925562,534.565,1,
3,-0.535401203545,553.784,1,
4,-0.880551520295,469.276,1,
5,-0.637367206826,492.469,1,
6,-0.845288313504,519.62,1,
7,-0.977482013568,481.467,1,
8,-0.458853529895,490.809,1,
9,-0.53049701478,491.83,1,
10,-0.685260753339,493.631,1,
11,-0.439929235085,495.83,1,
12,-1.16110954612,491.368,1,
13,-0.768092240926,463.524,1,
14,-0.795526026564,488.528,1,
15,-1.13134571972,463.616,1,
16,-1.01940901066,464.581,1,
17,-0.215692247749,548.183,1,
18,-1.05915032019,492.696,1,
19,-0.714089901174,524.536,1,
20,-0.945728954937,496.73,1,
21,-1.24180061174,491.721,1,
22,-0.387589883098,464.859,1,
23,-0.909301621227,467.161,1,
24,-0.945480537204,575.552,1,
25,-0.590209359302,526.603,1,
26,-0.689831805313,492.033,1,
27,-1.05476216561,507.909,1,
28,-0.275334572311,524.577,1,
29,-0.764052687806,496.49,1,
30,-0.880796873878,469.358,1,
31,-0.567098769233,513.258,1,
32,-1.11945976007,558.514,1,
33,-0.959561241745,469.684,1,
34,-0.605981165131,496.692,1,
35,-0.960905660641,496.509,1,
36,-0.158513885724,510.632,1,
37,-0.98869597477,471.07,1,
38,-1.16626280551,484.154,1,
39,-0.556648107514,508.372,1,
40,-0.948231273821,474.649,1,
41,-0.185488117861,521.161,1,
42,-0.357566016299,553.439,1,
43,-0.799002564984,503.555,1,
44,-1.01796562161,502.869,1,
45,-0.566389219775,517.329,1,
46,-1.08861874736,492.366,1,
47,-0.767307770615,558.477,1,
48,-0.790271846912,512.47,1,
49,-0.9552423588,550.086,1,
50,-0.912063938556,511.654,1,
51,-0.318423067321,544.603,1,
52,-0.618267372336,489.209,1,
53,-0.808402668456,529.829,1,
54,-0.958155766492,512.506,1,
55,-0.38191227955,511.232,1,
56,-0.27876749871,530.642,1,
57,-0.709585104238,547.009,1,
58,-0.396561809187,549.634,1,
59,-0.850594554976,514.474,1,
60,-0.901932080786,520.047,1,
61,-0.980765124988,531.573,1,
62,-0.0443671315519,647.937,1,
63,-0.216034095326,589.919,1,
64,-1.07593058399,510.524,1,
65,-0.556692984895,492.642,1,
66,-0.540149208128,537.683,1,
67,-0.642407375997,539.332,1,
68,-0.572075496497,545.683,1,
69,-0.67277565655,594.761,1,
70,-0.519652215992,634.708,1,
71,-0.865908542849,496.714,1,
72,-0.510509273252,491.746,1,
73,-0.613586804822,608.33,1,
74,-0.767829601612,600.047,1,
75,-0.909664415495,537.885,1,
76,-0.358157322923,557.305,1,
77,-0.247976085042,544.924,1,
