id,OptVal,computeTime,Feasibility,
1,-0.918819405041,6945.775,1,
2,-0.24210220554,307.214,1,
3,-0.7239901827,311.624,1,
4,-0.980915141517,313.469,1,
5,-0.938709396913,345.37,1,
6,-0.77893374074,350.437,1,
7,-0.85085087842,324.332,1,
8,-0.718617877222,361.904,1,
9,-0.889545731307,461.401,1,
10,-0.672015377931,463.836,1,
11,-0.762023362534,523.753,1,
12,-0.775109389469,549.711,1,
13,-0.965922102595,347.65,1,
14,-0.567230038253,282.461,1,
15,-0.820114183961,297.018,1,
16,-1.06450408776,301.057,1,
17,-0.903466510945,297.698,1,
18,-0.57160458181,304.538,1,
19,-0.947295974253,314.018,1,
20,-0.165835020375,397.924,1,
21,-0.775083028155,279.239,1,
22,-0.927933496147,301.281,1,
23,-0.897346710715,295.488,1,
24,-0.582507896062,291.858,1,
25,-0.840257455429,317.078,1,
26,-0.423561608555,260.777,1,
27,-0.680737868821,323.373,1,
28,-0.861245880531,278.637,1,
29,-1.00693267505,280.307,1,
30,-0.60183415465,306.476,1,
31,-0.28125691125,280.993,1,
32,-0.977654765875,285.913,1,
33,-0.3189856615,365.2,1,
34,-1.03646470016,319.485,1,
35,-1.00967218718,300.719,1,
36,-0.646922579399,300.718,1,
37,-0.438889624358,276.878,1,
38,-0.484061251796,300.289,1,
39,-0.724119073443,298.339,1,
40,-0.564830398779,288.196,1,
41,-1.12666216871,280.064,1,
42,-0.750105340941,301.095,1,
43,-0.323649395685,316.602,1,
44,-0.290211491118,331.169,1,
45,-0.860907825791,305.889,1,
46,-0.876281323222,314.947,1,
47,-0.933664733243,353.316,1,
48,-0.36167344377,328.047,1,
49,-0.64297248787,365.889,1,
50,-0.398198918472,313.42,1,
51,-0.775432574218,313.902,1,
52,-1.09810151043,381.816,1,
53,-1.01446225543,400.697,1,
54,-1.05221280475,300.749,1,
55,-0.727376069674,308.194,1,
56,-0.311759880626,378.334,1,
57,-0.885587325876,338.84,1,
58,-1.05877262186,307.913,1,
59,-0.850911026587,279.335,1,
60,-1.11958396416,304.183,1,
61,-0.981986723401,366.66,1,
62,-0.784533756959,306.27,1,
63,-0.208398068554,303.302,1,
64,-0.643903609414,317.735,1,
65,-0.918244437838,319.115,1,
66,-0.6913602585,304.399,1,
67,-1.0975918838,262.476,1,
68,-0.257096355795,299.865,1,
69,-0.895504997337,322.071,1,
70,-0.975681086511,305.008,1,
71,-0.35423378953,325.658,1,
72,-0.883527823682,266.807,1,
73,-0.833165520004,317.989,1,
74,-0.743322603674,319.876,1,
75,-0.516173712953,283.086,1,
76,-1.01167718026,267.282,1,
77,-0.861564119287,299.364,1,
78,-0.367696531255,301.112,1,
79,-1.06073350157,316.586,1,
80,-0.415988328766,299.788,1,
81,-0.800287575696,300.226,1,
82,-0.163684248422,298.14,1,
83,-0.98712442557,289.603,1,
84,-0.935578872489,282.926,1,
85,-1.10381898502,285.108,1,
86,-0.500192343403,300.04,1,
87,-0.655432279109,315.714,1,
88,-0.634410827909,267.423,1,
89,-1.11935097383,282.233,1,
90,-0.598196668374,300.915,1,
91,-0.919358816775,302.443,1,
92,-1.00287232664,263.797,1,
93,-0.872571742639,353.01,1,
94,-0.184734635558,299.23,1,
95,-1.0959200176,284.622,1,
96,-1.10691174435,296.974,1,
97,-1.02951576997,287.536,1,
98,-0.957686377625,325.062,1,
99,-0.792878503124,299.267,1,
100,-0.238912193527,281.015,1,
101,-0.986805869718,301.12,1,
102,-0.920080963629,278.614,1,
103,-0.674066759485,304.841,1,
104,-0.752668133084,300.825,1,
105,-0.63418577381,305.515,1,
106,-0.846123746828,298.661,1,
107,-1.01867817199,281.208,1,
108,-0.734916935155,301.753,1,
109,-0.913889545584,304.004,1,
110,-1.2133068082,299.344,1,
111,-0.748211642234,287.485,1,
112,-0.684183248682,270.273,1,
113,-1.24508449245,282.76,1,
114,-0.875305864547,342.521,1,
115,-0.151458107266,268.385,1,
116,-0.430314081494,321.819,1,
117,-0.864684926884,379.709,1,
118,-0.986624769829,357.198,1,
119,-0.953834486197,299.748,1,
120,-0.463000111107,281.883,1,
121,-0.76723420743,303.177,1,
122,-0.581315835913,323.669,1,
123,-0.15071401417,323.475,1,
124,-1.14532757574,345.307,1,
125,-0.33352850943,315.884,1,
126,-0.508044384738,301.747,1,
127,-0.758741084335,301.344,1,
128,-0.771010798279,285.408,1,
129,-0.345406792108,302.67,1,
130,-0.48396593733,300.99,1,
131,-0.722681998296,303.93,1,
132,-0.449673840077,321.198,1,
133,-0.378299779052,262.42,1,
134,-1.03089567415,303.124,1,
135,-0.841888347591,302.518,1,
136,-1.0829228591,280.969,1,
