id,OptVal,computeTime,Feasibility,
1,0.973067068787,6838.956,1,
2,0,969.874,0,
3,0.693078652046,692.27,1,
4,0.954588358215,546.904,1,
5,0.932739050245,648.703,1,
6,0.711143242303,556.931,1,
7,0.838835384533,531.201,1,
8,0.643362043236,496.3,1,
9,1.06551935222,581.748,1,
10,0.529492020825,585.019,1,
11,0.772492117233,568.14,1,
12,0.784350928611,514.942,1,
13,0.8542480395,503.375,1,
14,0.512949198396,592.979,1,
15,0.755395474274,561.128,1,
16,0.996363351875,541.01,1,
17,0.888501325626,623.795,1,
18,0.424585744606,709.289,1,
19,0.88863508762,659.249,1,
20,0,655.777,0,
21,0.727021548284,512.874,1,
22,0.869952903704,538.334,1,
23,0.869485457992,512.4,1,
24,0.511634848915,512.525,1,
25,0.699337208675,558.243,1,
26,0.524674756262,485.091,1,
27,0.592182841154,508.798,1,
28,0.755215126548,586.226,1,
29,0.991735032455,475.176,1,
30,0.542595327269,513.2,1,
31,0.253057930998,576.908,1,
32,0.956535186086,575.081,1,
33,0,736.987,0,
34,0.976582770089,528.591,1,
35,0.98434083199,554.938,1,
36,0.52241254816,521.676,1,
37,0.445119383395,555.376,1,
38,0.353439831911,556.266,1,
39,0.601604286648,532.915,1,
40,0.496661519536,542.021,1,
41,1.1051648377,596.199,1,
42,0.683530035427,498.292,1,
43,0.197024310122,582.017,1,
44,0,708.971,0,
45,0.800045748288,518.44,1,
46,0.998934633915,634.875,1,
47,0.955378552487,554.903,1,
48,0.210788817607,623.405,1,
49,0.586617333919,671.03,1,
50,0.264055646084,549.899,1,
51,0.662915840353,541.278,1,
52,1.06860054802,486.189,1,
53,0.994842473156,585.008,1,
54,0.986426074924,481.999,1,
55,0.700578766552,561.339,1,
56,0.160230889011,509.61,1,
57,0.884685131547,506.569,1,
58,1.00271092829,564.989,1,
59,0.882478968015,493.519,1,
60,1.07890038797,518.031,1,
61,0.910492196536,544.227,1,
62,0.800300523007,520.151,1,
63,0.100430341875,544.384,1,
64,0.641078381221,510.152,1,
65,0.898250599982,569.562,1,
66,0.661901843247,577.126,1,
67,1.03878886952,548.015,1,
68,0.113625813265,544.516,1,
69,0.834984377324,551.176,1,
70,0.938396636289,518.216,1,
71,0.229652286099,522.665,1,
72,0.786236213445,564.313,1,
73,0.845669387845,514.028,1,
74,0.636535614566,512.168,1,
75,0.437358846029,552.247,1,
76,0.95254804105,552.569,1,
77,0.9095351788,549.584,1,
78,0.229281506927,631.068,1,
79,1.0137808776,459.655,1,
80,0.384714258288,574.45,1,
81,0.734643500516,550.604,1,
82,0.0754227931352,519.425,1,
83,0.833238381585,539.549,1,
84,0.910137117836,530.904,1,
85,1.1176201125,576.494,1,
86,0.396069022859,548.418,1,
87,0.632421072182,524.211,1,
88,0.610667048492,537.497,1,
89,1.11845401597,486.708,1,
90,0.474867924962,559.784,1,
91,0.869778356525,572.124,1,
92,0.906996848473,540.884,1,
93,0.830201791389,625.702,1,
94,0,825.79,0,
95,1.02408392712,491.568,1,
96,1.0038565724,528.404,1,
97,1.01816531484,527.54,1,
98,0.960539413788,552.843,1,
99,0.801125687847,587.968,1,
100,0.140410443664,576.104,1,
101,0.879932538764,533.062,1,
102,0.860056971141,558.581,1,
103,0.635548382078,579.461,1,
104,0.817812778044,522.779,1,
105,0.594935062106,545.089,1,
106,0.691460813064,552.496,1,
107,0.924251130867,543.302,1,
108,0.613473735921,614.189,1,
109,0.954972352526,546.74,1,
110,1.15753674704,515.875,1,
111,0.663860548433,552.154,1,
112,0.653273911291,538.86,1,
113,1.17993903361,547.03,1,
114,0.680140441147,539.959,1,
115,0.13335173539,623.418,1,
116,0.425010557321,664.108,1,
117,0.907134648819,529.019,1,
118,0.971032479024,449.738,1,
119,0.854852272137,530.354,1,
120,0.365085200928,507.812,1,
121,0.721185964586,535.497,1,
122,0.513759653833,538.922,1,
123,0,727.667,0,
124,1.04948863029,511.056,1,
125,0.168777591745,542.746,1,
126,0.499785318379,508.485,1,
127,0.836975920385,519.182,1,
128,0.793129382403,507.994,1,
129,0.295643870093,543.458,1,
130,0.42255599126,513.799,1,
131,0.715735727173,539.271,1,
132,0.36562595728,571.075,1,
133,0.484503442419,564.054,1,
134,0.958406386183,513.303,1,
135,0.802529553096,536.281,1,
136,1.0167852641,543.119,1,
137,0,638.565,0,
138,1.00934984576,547.393,1,
139,1.15807808747,578.898,1,
140,0.260836248998,523.011,1,
141,0.751196574425,520.558,1,
142,0.06635708456,549.938,1,
143,0.971272783103,514.616,1,
144,0.694055793264,586.222,1,
145,1.12669027792,520.162,1,
146,0.44885557286,521.794,1,
147,1.00819378215,535.476,1,
148,1.07517344029,565.905,1,
149,1.1392218812,575.125,1,
150,0.914402780177,524.241,1,
151,0.331018906319,579.106,1,
152,0.546976402506,517.504,1,
153,0.742151331332,485.103,1,
154,0.78258319235,505.132,1,
155,0.843772112536,495.237,1,
156,0.587026513019,509.975,1,
157,0.653542046378,567.536,1,
158,0.933491469512,509.812,1,
159,0.314672050679,516.66,1,
160,0.339042575035,567.246,1,
161,0.0885190354167,524.175,1,
162,1.09495790719,545.13,1,
163,1.04662834558,537.967,1,
164,0,602.901,0,
165,1.15487870308,539.852,1,
166,0.877454979372,533.607,1,
167,0.998401903978,514.151,1,
168,0.840042808478,534.62,1,
169,1.05791190943,512.339,1,
170,0.72126842602,511.181,1,
171,0.411775357362,564.074,1,
172,0.61495465335,485.382,1,
173,0.371405369293,558.727,1,
174,0.804400624205,505.643,1,
175,0.734151625611,529.875,1,
176,0,576.638,0,
177,0.35256753714,596.706,1,
178,0.595084442717,529.481,1,
179,0.826012291359,557.951,1,
180,0.271795369208,560.712,1,
181,0.536742025489,698.494,1,
182,0.612805384418,509.077,1,
183,0.656988239588,560.916,1,
184,0.383164196115,558.67,1,
185,0.313951315444,540.774,1,
186,0,714.074,0,
187,0.960735853175,509.462,1,
188,0.567592730195,514.374,1,
189,0.466986342671,494.518,1,
190,0.663749992164,520.024,1,
191,0.540514974397,521.949,1,
192,0.605296710034,515.227,1,
193,1.12670806488,513.522,1,
194,0.79951277712,539.717,1,
195,0.977952454556,577.371,1,
196,0.97191383169,531.433,1,
197,0.707442703204,596.326,1,
198,0.754872613984,508.661,1,
199,0.677915604746,567.984,1,
200,0.694185225241,532.934,1,
201,0.970819788481,537.121,1,
202,0.37848791573,569.558,1,
203,0.453853345845,534.578,1,
204,0.921165169779,526.588,1,
205,0.53820719393,529.525,1,
206,1.11532011087,522.411,1,
207,0.604644693554,565.81,1,
208,0.969297999505,535.785,1,
209,0.901949707826,512.346,1,
210,0.632401000917,511.73,1,
211,0.399483845811,533.791,1,
212,0.944700758339,527.436,1,
213,0.489661368208,564.704,1,
214,0.985733057722,572.87,1,
215,0.73679497625,516.42,1,
216,0.480447245952,560.003,1,
217,1.01353628841,519.882,1,
218,0.960352247547,496.205,1,
219,0.772454049543,590.518,1,
220,0.866882244562,534.063,1,
221,0.976021592696,560.548,1,
222,0.732108670707,513.701,1,
223,0.913106602335,542.433,1,
224,0.649001754704,541.009,1,
225,0.918981438445,531.119,1,
226,0.987601997078,537.54,1,
227,0.539265329876,505.601,1,
228,0.473628538202,537.126,1,
229,0.887672636435,548.445,1,
230,0,512.127,0,
231,0.954673702996,512.657,1,
232,0.507285320585,568.332,1,
233,1.02291286654,526.895,1,
234,0.94151788262,612.559,1,
235,0.954164047666,477.668,1,
236,0.434074640866,507.53,1,
237,0.408836214849,577.806,1,
238,0.337552593787,552.886,1,
239,0.702978565752,534.438,1,
240,1.01472509782,534.892,1,
241,0.723142888408,482.002,1,
242,0.385732994537,563.22,1,
243,0.72236596917,508.313,1,
244,0.603383748735,519.424,1,
245,1.07716718994,543.658,1,
246,0.149044292015,536.111,1,
247,0.743698374823,532.184,1,
248,0.893827986108,541.014,1,
249,0.922583057409,511.519,1,
250,0,560.098,0,
251,0.718543133348,592.521,1,
252,0.926903462285,541.972,1,
253,0.853551579158,512.856,1,
254,0.567868034544,500.245,1,
255,0.417400926384,533.924,1,
256,0.930534850881,507.949,1,
257,0.930118939167,532.881,1,
258,0.663133744955,584.688,1,
259,1.12823118472,572.694,1,
260,0.269098796965,515.426,1,
261,0.81810872079,479.726,1,
262,0.206208918236,523.663,1,
263,0.28067281467,540.096,1,
264,1.02592239198,570.1,1,
265,0,689.691,0,
266,0.848789513666,564.845,1,
267,0,639.434,0,
268,0.598317614259,562.568,1,
269,1.07801441546,479.551,1,
270,0.734948210858,563.831,1,
271,1.03869453867,483.542,1,
272,1.07260710755,509.101,1,
273,0.55460217574,530.784,1,
274,0.829213239556,483.258,1,
