id,maxval,minval,computeTime,feasibility,
1,0.920270321572,-0.827092955805,18.333,1,
2,0.245615436074,-0.241877607196,3.623,1,
3,0.760590165955,-0.714554113388,3.826,1,
4,0.859740807257,-0.947163769516,3.524,1,
5,0.874255586729,-0.850779865913,2.988,1,
6,0.725430651129,-0.725566029401,3.061,1,
7,0.723770560808,-0.700661107069,2.709,1,
8,0.52546250308,-0.618465885988,2.924,1,
9,0.791702551395,-0.768402742678,2.3,1,
10,0.56536200609,-0.66843410666,3.036,1,
11,0.730514052635,-0.705438754094,2.633,1,
12,0.775692808901,-0.765479660615,2.741,1,
13,0.589167446697,-0.669962963787,1.469,1,
14,0.608102036514,-0.567226197939,1.875,1,
15,0.770004810341,-0.818482491769,2.919,1,
16,1.02268831758,-1.02076436704,2.718,1,
17,0.903627883375,-0.889216558944,1.665,1,
18,0.414172386531,-0.478591196028,2.656,1,
19,0.890698165063,-0.94183490252,2.921,1,
20,0.166346054862,-0.165813224682,2.578,1,
21,0.65435255665,-0.668471149011,2.479,1,
22,0.762990284908,-0.889250675629,2.523,1,
23,0.902654085143,-0.889100022215,2.986,1,
24,0.580918328686,-0.571475546677,2.871,1,
25,0.579398050212,-0.728956644414,2.622,1,
26,0.498738475615,-0.370221212213,2.493,1,
27,0.599003105151,-0.666252074962,2.446,1,
28,0.650011550445,-0.799923448627,4.98,1,
29,0.94280573816,-0.907317386016,2.162,1,
30,0.599255067354,-0.597291017664,2.678,1,
31,0.344263422744,-0.28109457561,2.526,1,
32,0.832991087645,-0.888220192839,1.952,1,
33,0.315489157759,-0.311575405293,2.463,1,
34,0.893164970464,-0.995151986568,2.625,1,
35,0.96738721346,-0.918789483201,1.918,1,
36,0.423975896838,-0.576703848803,2.67,1,
37,0.473626928243,-0.332844436953,1.955,1,
38,0.509736533596,-0.483601600309,2.392,1,
39,0.585244720315,-0.717916128234,2.006,1,
40,0.459557992606,-0.532749888574,2.067,1,
41,1.0828566639,-1.09215896637,2.173,1,
42,0.573054604384,-0.635320321708,2.456,1,
43,0.315774819176,-0.323629223051,4.857,1,
44,0.279701765746,-0.288048868742,2.507,1,
45,0.839484127519,-0.842011446517,1.669,1,
46,1.00298272969,-0.738736789231,2.505,1,
47,0.80428509558,-0.912025492121,2.536,1,
48,0.302052802204,-0.306271574102,2.459,1,
49,0.490952498338,-0.519625405697,2.68,1,
50,0.306368682485,-0.378079559959,2.366,1,
51,0.700690684808,-0.750372581755,1.827,1,
52,1.03775610911,-1.02501185253,2.731,1,
53,0.984034990305,-1.00683093703,1.793,1,
54,0.931538119704,-1.00448982172,1.739,1,
55,0.748039879529,-0.72153495986,2.535,1,
56,0.336514111622,-0.303844038535,2.483,1,
57,0.934160038229,-0.884254284435,2.508,1,
58,0.955509282075,-0.971344517621,2.287,1,
59,0.796634325822,-0.777406216372,2.566,1,
60,1.13572676881,-1.10952251135,2.764,1,
61,0.847290417008,-0.905075043684,2.086,1,
62,0.742662271284,-0.582539134648,2.19,1,
63,0.180614418648,-0.175078837828,2.708,1,
64,0.675468032161,-0.581811145239,2.58,1,
65,0.902053101326,-0.833362893848,2.627,1,
66,0.661353549788,-0.675568269306,2.626,1,
67,0.933151316629,-0.931716824734,2.283,1,
68,0.261142610398,-0.255384734678,2.408,1,
69,0.861922190341,-0.877042618718,1.955,1,
70,0.899306248766,-0.872621747483,2.567,1,
71,0.32629541172,-0.352648842412,2.462,1,
72,0.639141958129,-0.607769164669,1.48,1,
73,0.822247307365,-0.780405863366,2.473,1,
74,0.595490682133,-0.721146385675,2.524,1,
75,0.512917458462,-0.5117014096,2.581,1,
76,0.903415475046,-0.960655520758,2.058,1,
77,0.880988778507,-0.729406865469,2.688,1,
78,0.384171389079,-0.367543691451,2.508,1,
79,0.993633720775,-1.02754882222,2.536,1,
80,0.401833650468,-0.412509472401,2.441,1,
81,0.724454739399,-0.784067997371,1.619,1,
82,0.141752546719,-0.145531708311,2.529,1,
83,0.705795682791,-0.956311439464,1.638,1,
84,0.806743939293,-0.842136105297,2.861,1,
85,1.13748220459,-0.984256161051,2.328,1,
86,0.489681208736,-0.498876815662,2.187,1,
87,0.643201597388,-0.632367752055,2.734,1,
88,0.59615547971,-0.538178639218,2.197,1,
89,1.09145119219,-1.03756849852,2.088,1,
90,0.569095020593,-0.596974425765,2.643,1,
91,0.669885129794,-0.678480302034,1.215,1,
92,0.839394902471,-0.906758979094,2.046,1,
93,0.741524530254,-0.762862409448,1.531,1,
94,0.17533709186,-0.183525542768,2.405,1,
95,0.945220127482,-0.931960691463,2.058,1,
96,1.01495008197,-1.06100329779,1.372,1,
97,0.93979831116,-0.986894547442,1.855,1,
98,0.82273301828,-0.826680580283,2.423,1,
99,0.795332592852,-0.770720668445,1.599,1,
100,0.213805766928,-0.235390395768,2.5,1,
101,0.798096061332,-0.93520505943,2.685,1,
102,0.871559570104,-0.862578426471,1.534,1,
103,0.647611183506,-0.589153329607,2.616,1,
104,0.740352086162,-0.690229295267,1.696,1,
105,0.565992093972,-0.55052218053,2.617,1,
106,0.566223997943,-0.712537532512,2.488,1,
107,0.984814971214,-1.00889217824,1.649,1,
108,0.550587835485,-0.572970436174,3.145,1,
109,0.841048996592,-0.779224181697,2.44,1,
110,1.13738294927,-1.1381582391,1.87,1,
111,0.720659997928,-0.717921894282,1.925,1,
112,0.66669502926,-0.672244760757,2.589,1,
113,1.25760386528,-1.2364067666,1.709,1,
114,0.517400435427,-0.809034884552,2.749,1,
115,0.150602888425,-0.128498977331,2.658,1,
116,0.427467362123,-0.429794898798,2.267,1,
117,0.867105095346,-0.834144941363,2.367,1,
118,0.840017891133,-0.840818952249,2.488,1,
119,0.810224059683,-0.864868810188,2.218,1,
120,0.46789522493,-0.462541695604,2.525,1,
